images,name,corrAns,sounds,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,begin_global,begin_routine,end_global,end_routine,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,begin_book,key_resp_1.keys,key_resp_1.corr,key_resp_1.rt,date,frameRate,expName,session,participant
images\computermouse02a.jpg,world map,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,62,62,239,702.355964988,8.98039434105E-06,703.072961485,0.717005797778,,,,,x,1,0.700408188975,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\knife04.jpg,tooth brush,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,63,63,233,704.168221176,9.94256697595E-06,705.140187093,0.971975859487,,,,,x,1,0.950480753323,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\glasses01b.jpg,calculator,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,64,64,142,706.231738862,9.30111855268E-06,707.040691884,0.80896264466,,,,,x,1,0.800434841309,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bus.jpg,microphone,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,65,65,203,708.15760031,8.98039434105E-06,709.024558688,0.866968000191,,,,,x,1,0.850442234077,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\saltshaker03c.jpg,salt shaker,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,66,66,63,710.134455064,8.98039434105E-06,710.775032321,0.640586557915,,,,,z,1,0.617055478273,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\sunglasses03a.jpg,sun glasses,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,67,67,17,711.881740032,9.94245056063E-06,713.125669717,1.24393994838,,,,,z,1,1.23389735271,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\watermelon01.jpg,orange,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,68,68,207,714.25305404,8.98039434105E-06,714.926152989,0.67310921161,,,,,x,1,0.650405927794,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\rubberglove02a.jpg,lady bug,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,69,69,192,716.029944331,9.30111855268E-06,716.826660346,0.796725957305,,,,,x,1,0.783762503183,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lipstick04.jpg,lipstick,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,70,70,56,717.924546148,8.98027792573E-06,718.710501139,0.785964612849,,,,,z,1,0.767090806388,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\antelope.jpg,antelope,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,71,71,12,719.814624434,8.98027792573E-06,720.844425721,1.02981122979,,,,,z,1,1.01718004851,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\dreamcatcher.jpg,dream catcher,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,72,72,48,721.942238076,9.62184276432E-06,722.761581362,0.819353870349,,,,,z,1,0.800432916963,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\candy.jpg,candy,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,73,73,31,723.862642038,9.30100213736E-06,724.462257037,0.599624942173,,,,,z,1,0.583919274388,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\baseball01a.jpg,baseball,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,74,74,74,725.593236386,8.98039434105E-06,726.129146075,0.535919951741,,,,,z,1,0.517015355406,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\beermug01b.jpg,beer mug,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,75,75,111,727.244803024,9.30111855268E-06,727.929678738,0.684885335388,,,,,z,1,0.667071530712,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\flamingo.jpg,flamingo,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,76,76,52,729.027259207,8.98039434105E-06,729.796811271,0.769561685272,,,,,z,1,0.750421996228,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\pouch01b.jpg,pouch,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,77,77,25,730.908117882,9.30100213736E-06,732.430859493,1.52275187394,,,,,z,1,1.50062750187,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bowtie.jpg,bowtie,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,78,78,89,733.539954053,8.98027792573E-06,734.231337953,0.691392880864,,,,,z,1,0.667069606367,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\computerkeyboard01a.jpg,computer keyboard,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,79,79,61,735.346773922,9.62184276432E-06,736.01515081,0.66838651034,,,,,z,1,0.650400475482,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\butterfly.jpg,butterfly,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,80,80,91,737.120836366,9.30100213736E-06,737.71560775,0.594781006104,,,,,z,1,0.583696369198,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lightswitch02a.jpg,fork,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,81,81,177,738.825890923,9.62184276432E-06,739.566098093,0.740217112703,,,,,x,1,0.717076357687,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\parkfountain.jpg,park fountain,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,82,82,93,740.68452099,9.30100213736E-06,741.516471082,0.831959714065,,,,,z,1,0.816942005185,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\flashlight05.jpg,flash light,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,83,83,8,742.617817204,9.30100213736E-06,743.500337886,0.882530623698,,,,,z,1,0.866964472109,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\egg01b (1).jpg,egg,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,84,84,19,744.611698059,9.62184276432E-06,745.250957129,0.639269974665,,,,,z,1,0.617045215098,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\button07.jpg,radish,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,85,85,215,746.361543709,9.62184276432E-06,747.418216124,1.05668203696,,,,,x,1,1.03383186029,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\pepper05a.jpg,lighter,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,86,86,198,748.537613068,9.30111855268E-06,749.285377843,0.747774717747,,,,,x,1,0.733737470466,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\licenseplate.jpg,license plate,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,87,87,40,750.400452032,8.98027792573E-06,751.069188776,0.6687463657,,,,,z,1,0.650394702447,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\spoon02b.jpg,spoon,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,88,88,38,752.159057692,8.98039434105E-06,753.069765443,0.910717372666,,,,,z,1,0.900483303121,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\envelope02a.jpg,grand piano,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,89,89,182,754.191172381,8.98027792573E-06,755.253651233,1.06248847384,,,,,x,1,1.05050419841,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\leaf01a.jpg,leaf,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,90,90,68,756.355279916,9.30100213736E-06,757.20418619,0.848915895447,,,,,z,1,0.83378913952,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\hammer02a.jpg,flower,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,91,91,176,758.298373049,9.30111855268E-06,759.038194385,0.739837372326,,,,,x,1,0.717224212596,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\shotglass.jpg,shot glass,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,92,92,86,760.145341813,8.98027792573E-06,761.088567086,0.943235215498,,,,,z,1,0.933817074751,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\8ball.jpg,nail clipper,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,93,93,206,762.204549252,9.30111855268E-06,762.955817967,0.751278336626,,,,,x,1,0.733843630995,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lightbulb03b.jpg,treadmill,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,94,94,234,764.058808455,8.98039434105E-06,765.589774462,1.53097594914,,,,,x,1,1.51730433025,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lip.jpg,boxing glove,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,95,95,136,766.69160007,9.30111855268E-06,767.440427413,0.748836964718,,,,,x,1,0.733920284663,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\corn01.jpg,corn,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,96,96,22,768.538046049,9.30111855268E-06,769.390802327,0.852765899384,,,,,z,1,0.833798119798,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\scissors04a.jpg,leek,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,97,97,194,770.483361819,9.30100213736E-06,771.107959508,0.624608272337,,,,,x,1,0.600422589574,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\hand01a.jpg,cupcake,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,98,98,163,772.217737857,8.98039434105E-06,772.908392745,0.690664831316,,,,,x,1,0.667059343075,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\dice05a.jpg,band aid,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,99,99,126,774.019207362,9.30100213736E-06,774.958944411,0.939746991498,,,,,x,1,0.917137359967,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\swan.jpg,swan,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,100,100,54,776.049293776,9.30111855268E-06,777.142868689,1.09358485579,,,,,z,1,1.08384791261,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cupcake.jpg,scissors,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,101,101,219,778.261892307,8.98027792573E-06,779.060050309,0.798167944653,,,,,x,1,0.783764106687,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\seagull.jpg,seagull,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,102,102,50,780.166338189,9.30111855268E-06,780.927238007,0.760910722893,,,,,z,1,0.750439956901,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\orange.jpg,bat,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,103,103,128,782.050319781,9.30111855268E-06,782.761048956,0.710738797323,,,,,x,1,0.700402415823,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\broadsword.jpg,teapot,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,104,104,231,783.85340158,8.98027792573E-06,785.12834971,1.27495807293,,,,,x,1,1.25055974827,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\eyedrops.jpg,bicycle,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,105,105,131,786.227341698,9.30111855268E-06,786.928826246,0.701494811103,,,,,x,1,0.68373713363,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\headphones02b.jpg,headphones,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,106,106,101,788.034932915,9.30111855268E-06,788.74601489,0.711091275909,,,,,x,0,0.700440902961,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\calculator02b.jpg,dice,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,107,107,165,789.84641102,9.30111855268E-06,790.879895212,1.03349413502,,,,,x,1,1.01715599408,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\skateboard.jpg,key,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,108,108,189,791.969757072,8.98027792573E-06,792.863761695,0.894014244666,,,,,x,1,0.883771515451,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\blackolive.jpg,tank,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,109,109,229,793.97663634,9.30100213736E-06,794.730929187,0.754303110414,,,,,x,1,0.733755431022,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\hat05.jpg,hat,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,110,110,15,795.833139668,8.98039434105E-06,796.498096968,0.664966921904,,,,,z,1,0.650426454376,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\marker01a.jpg,marker,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,111,111,95,797.595596935,9.62184276432E-06,798.331896371,0.736309378175,,,,,z,1,0.717075716238,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\dryingmachine01.jpg,drying machine,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,112,112,18,799.451208643,9.62184276432E-06,800.065701514,0.614503134973,,,,,z,1,0.600395007059,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\carrot02.jpg,corkscrew,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,113,113,161,801.16696072,9.30111855268E-06,801.949572134,0.782621036749,,,,,x,1,0.767127369298,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\daisy.jpg,daisy,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,114,114,6,803.050082122,8.98039434105E-06,803.866714305,0.816641804995,,,,,z,1,0.800429068157,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\apricot.jpg,apricot,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,115,115,32,804.981871562,9.30111855268E-06,805.700545781,0.718684160849,,,,,z,1,0.700407868135,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\boxingglove02a.jpg,bracelet,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,116,116,135,806.810202574,9.30111855268E-06,808.051162009,1.24096905661,,,,,x,1,1.21719839412,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\magnifyingglass01b.jpg,magnifying glass,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,117,117,64,809.157137822,9.30111855268E-06,809.985028476,0.827900275821,,,,,z,1,0.81711166969,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\coin01b.jpg,arrow,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,118,118,124,811.086617067,9.62184276432E-06,811.935557017,0.848949892563,,,,,x,1,0.833785290713,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\table02.jpg,table,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,119,119,49,813.04870428,8.98039434105E-06,813.752707816,0.70401315752,,,,,z,1,0.683739057975,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\doll.jpg,carrot,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,120,120,146,814.862491296,8.98027792573E-06,816.019988973,1.15750729886,,,,,x,1,1.13385466393,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lemon02.jpg,lemon,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,121,121,14,817.130571705,9.62184276432E-06,817.770463889,0.639902447816,,,,,z,1,0.617068307474,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\toucan.jpg,toucan,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,122,122,81,818.869613033,9.30111855268E-06,819.704310792,0.834708021604,,,,,z,1,0.817109745345,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\radio03a.jpg,radio,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,123,123,37,820.817223924,9.621726349E-06,821.704851216,0.887637234991,,,,,z,1,0.867126439232,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\hairband.jpg,hairband,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,124,124,66,822.81280014,9.94256697595E-06,823.421976645,0.609186447808,,,,,z,1,0.600385385333,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\sportshorts02.jpg,tape,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,125,125,230,824.528081711,9.62184276432E-06,825.20578854,0.677717092796,,,,,x,1,0.667054852936,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bracelet02a.jpg,chess knight,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,126,126,152,826.31348858,9.30111855268E-06,827.306391539,0.99291322194,,,,,x,1,0.983854936552,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\squirrel.jpg,binder,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,127,127,132,828.408647883,9.62184276432E-06,829.573636454,1.16499851341,,,,,x,1,1.15054079331,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\candycane01a.jpg,lip,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,128,128,200,830.666090107,9.30111855268E-06,831.657525741,0.991445576306,,,,,x,1,0.967157581705,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\worldmap.jpg,scooter,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,129,129,220,832.788639153,9.30111855268E-06,833.608060697,0.81943148619,,,,,x,1,0.800441897241,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\chameleon.jpg,50 dollar bill,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,130,130,120,834.716868206,9.30111855268E-06,835.591912426,0.875053521246,,,,,x,1,0.850446403492,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\puzzle.jpg,puzzle,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,131,131,57,836.710681066,8.98039434105E-06,837.959215425,1.24854366004,,,,,z,1,1.23386367632,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\axe01.jpg,axe,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,132,132,104,839.061689223,8.98027792573E-06,839.77636462,0.714685339713,,,,,z,1,0.700406585354,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\wallet01.jpg,lamp,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,133,133,193,840.880090214,9.30100213736E-06,841.593524078,0.713443806628,,,,,x,1,0.700411716942,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bandaid01.jpg,door handle,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,134,134,170,842.699470705,9.94256697595E-06,843.477361663,0.777900901274,,,,,x,1,0.767098183162,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\desktopcomputer.jpg,desktop computer,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,135,135,16,844.611843989,9.62184276432E-06,845.878028583,1.26619421481,,,,,z,1,1.25057225674,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\medal01.jpg,medal,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,136,136,115,846.977338731,9.62184276432E-06,847.945224683,0.967896536109,,,,,z,1,0.950467603514,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bullet (2).jpg,rubber glove,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,137,137,217,849.048508957,9.94245056063E-06,849.745716293,0.697217278532,,,,,x,1,0.683743868838,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bowlingball.jpg,bowling ball,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,138,138,20,850.877589187,9.94256697595E-06,851.779598187,0.902018942754,,,,,z,1,0.883797815186,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\razor04a.jpg,razor,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,139,139,36,852.87833648,9.30111855268E-06,853.480051278,0.601724419394,,,,,z,1,0.583714650711,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\globe.jpg,cloud,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,140,140,154,854.606282267,8.98039434105E-06,855.43058463,0.824312626501,,,,,x,1,0.800447028945,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\drink.jpg,drink,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,141,141,117,856.528912714,8.98027792573E-06,857.297758216,0.76885512413,,,,,z,1,0.750430976506,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\flipflop01b.jpg,flip flop,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,142,142,27,858.414445981,8.98027792573E-06,859.41497486,1.00053882087,,,,,z,1,0.983812279883,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\redfox.jpg,red fox,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,143,143,1,860.52593669,8.98039434105E-06,861.198806961,0.672879892052,,,,,z,1,0.650401758379,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\doorhandle.jpg,doll,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,144,144,168,862.300450396,9.30111855268E-06,863.032628493,0.732188039576,,,,,x,1,0.717093997635,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\screwdriver02b.jpg,cola,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,145,145,158,864.12482813,9.30111855268E-06,865.283231219,1.15841335198,,,,,x,1,1.15054207633,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\puma.jpg,puma,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,146,146,4,866.381043253,9.30111855268E-06,867.050376549,0.669342917507,,,,,z,1,0.650409135036,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\nametag01a.jpg,name tag,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,147,147,108,868.17035914,9.30100213736E-06,868.967551755,0.797202557209,,,,,z,1,0.783747749752,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lettuce.jpg,mushroom,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,148,148,205,870.089233235,8.98027792573E-06,870.968083199,0.878859906225,,,,,z,0,0.867124194046,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\grandpiano.jpg,tulip,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,149,149,236,872.0809912,9.30111855268E-06,872.801913392,0.720931813819,,,,,z,0,0.700409471756,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\showerhead01.jpg,skateboard,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,150,150,223,873.908306791,8.98039434105E-06,875.035944487,1.12767393899,,,,,x,1,1.11726026237,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bottleofredwine02.jpg,pipe,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,151,151,213,876.132660598,8.98027792573E-06,877.153096023,1.02044536755,,,,,x,1,1.00050738966,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\crocodile.jpg,triangle ruler,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,152,152,235,878.249282294,9.30111855268E-06,879.236979857,0.987707185559,,,,,x,1,0.967152770841,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\screw03c.jpg,screw,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,153,153,84,880.329359101,9.30111855268E-06,881.28753024,0.958181081689,,,,,z,1,0.933808094356,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\highheelshoe02a.jpg,high heel shoe,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,154,154,75,882.392201978,1.02632911876E-05,882.971313238,0.579121843795,,,,,z,1,0.567043595482,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cloud.jpg,ceiling fan,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,155,155,149,884.075607801,9.30100213736E-06,885.388634856,1.31303699675,,,,,x,1,1.30058253603,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\key03b.jpg,cigar,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,156,156,153,886.488863245,8.65967012942E-06,888.389438276,1.90058529424,,,,,x,1,1.88406081102,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\electricguitar02.jpg,electric guitar,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,157,157,100,889.489984185,9.30111855268E-06,890.106563063,0.616588820936,,,,,z,1,0.600370311178,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\apple06.jpg,apple,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,158,158,13,891.232029761,9.621726349E-06,891.773683024,0.54166288476,,,,,z,1,0.533703729976,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\toothbrush03a.jpg,parrot,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,159,159,210,892.864518931,9.30111855268E-06,893.507478225,0.642968916101,,,,,x,1,0.633736796794,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\mushroom01.jpg,shower head,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,160,160,222,894.622656971,8.98027792573E-06,895.591371681,0.968724011094,,,,,x,1,0.950476583908,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\treadmill.jpg,lily,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,161,161,199,896.695503315,8.98027792573E-06,897.575412318,0.879918945837,,,,,x,1,0.867299310863,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\ladder.jpg,ladder,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,162,162,113,898.666530785,9.30100213736E-06,899.692486559,1.02596571622,,,,,z,1,1.01715791842,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
