images,name,corrAns,sounds,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,begin_global,begin_routine,end_global,end_routine,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,begin_book,key_resp_1.keys,key_resp_1.corr,key_resp_1.rt,date,frameRate,expName,session,participant
images\bench02.jpg,electric toothbrush,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,182,182,172,482.357039102,9.621726349E-06,483.3805782,1.0235490402,,,,,x,1,1.00048654247,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\hat05.jpg,hat,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,183,183,15,484.484184804,8.98039434105E-06,485.131056002,0.646881141001,,,,,x,0,0.633730061701,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\watermelon01.jpg,orange,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,184,184,207,486.261473759,9.30111855268E-06,487.515044169,1.25358035287,,,,,x,1,1.23390088067,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cherry01.jpg,highlighter,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,185,185,187,488.623532234,9.30100213736E-06,489.398866359,0.775343746878,,,,,x,1,0.767088561319,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\orange.jpg,bat,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,186,186,128,490.5239902,8.98039434105E-06,491.3493856,0.825405342504,,,,,x,1,0.817098519881,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\puzzle.jpg,puzzle,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,187,187,57,492.470252114,8.98027792573E-06,493.316587121,0.846344308462,,,,,x,0,0.833767009317,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\aloe02.jpg,broad sword,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,188,188,137,494.4387622,9.62184276432E-06,495.417154198,0.978402261273,,,,,x,1,0.96715116722,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\diaper01a.jpg,camera,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,189,189,143,496.537470986,9.62184276432E-06,497.717775221,1.18031449826,,,,,x,1,1.16720799997,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\headphones02b.jpg,headphones,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,190,190,101,498.825488411,8.98027792573E-06,499.451570743,0.626092275023,,,,,z,1,0.617051629699,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\tulip02.jpg,sport shorts,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,191,191,225,500.546365059,8.65967012942E-06,501.318726689,0.772371251485,,,,,x,1,0.750411412213,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\banjo.jpg,knife,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,192,192,191,502.415302001,9.30100213736E-06,503.702713893,1.28742151416,,,,,x,1,1.2672359352,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\flower01.jpg,bus,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,193,193,140,504.817489165,9.30100213736E-06,505.719920562,0.902441660524,,,,,x,1,0.883788514067,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\daisy.jpg,daisy,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,194,194,6,506.822627207,9.62184276432E-06,507.570416358,0.747799092904,,,,,z,1,0.733754148125,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\nailpolish02b.jpg,nail polish,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,195,195,94,508.680064492,8.98027792573E-06,509.670822109,0.990768201416,,,,,z,1,0.966971880873,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\charcoalbarbecue.jpg,charcoal barbecue,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,196,196,77,510.789543282,9.30100213736E-06,511.654858256,0.865324275568,,,,,z,1,0.850449931575,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\pen03c.jpg,pepper,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,197,197,211,512.750809434,1.02632911876E-05,513.572038594,0.821240064339,,,,,x,1,0.800438689999,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\fork01.jpg,cooking pot,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,198,198,160,514.668167133,8.6595537141E-06,515.789345714,1.12118852348,,,,,x,1,1.10057028418,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\parkingmeter.jpg,ear,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,199,199,171,516.892678739,9.30100213736E-06,517.823200025,0.930530908518,,,,,x,1,0.917161735008,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\paintbrush03a.jpg,paint brush,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,200,200,0,518.923896997,9.621726349E-06,520.057107321,1.13322090788,,,,,z,1,1.11718970246,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\plant01.jpg,plant,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,201,201,47,521.239873133,8.65967012942E-06,521.907589325,0.667725171777,,,,,z,1,0.650382194086,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\candy.jpg,candy,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,202,202,31,523.011381951,9.30111855268E-06,523.958184289,0.946812280919,,,,,z,1,0.933839846402,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\mailbox01.jpg,mail box,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,203,203,73,525.080107277,9.30111855268E-06,526.242110202,1.16201286821,,,,,z,1,1.15050807921,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lion.jpg,lion,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,204,204,44,527.354936738,9.30111855268E-06,528.242630421,0.887703625485,,,,,z,1,0.867114893044,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\dragonfly02.jpg,dragon fly,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,205,205,29,529.34046651,9.30111855268E-06,530.076460293,0.736004046281,,,,,z,1,0.717077961308,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\hand01a.jpg,cupcake,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,206,206,163,531.189632893,8.98039434105E-06,531.993649931,0.804026980884,,,,,x,1,0.783760578721,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\birthdaycandle.jpg,birthday candle,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,207,207,55,533.092027727,9.30111855268E-06,534.277641594,1.18564433523,,,,,z,1,1.16717945528,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\treadmill.jpg,lily,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,208,208,199,535.385235473,9.30111855268E-06,536.194770294,0.809545084368,,,,,x,1,0.800429709605,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\butterfly.jpg,butterfly,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,209,209,91,537.304480007,9.30111855268E-06,538.878830079,1.57435937237,,,,,z,1,1.55063617753,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cigar.jpg,crocodile,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,210,210,162,539.978493668,9.62184276432E-06,540.929380782,0.95089737745,,,,,x,1,0.933804245666,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\dice05a.jpg,band aid,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,211,211,126,542.044270233,9.621726349E-06,542.979935656,0.935675365501,,,,,x,1,0.917133190436,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\broom02.jpg,broom,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,212,212,116,544.076022822,9.30100213736E-06,545.163862499,1.08785058232,,,,,z,1,1.06718263042,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\crocodile.jpg,triangle ruler,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,213,213,235,546.263197986,9.30111855268E-06,547.281108329,1.01792028593,,,,,x,1,1.00050546532,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\gamecontroller01.jpg,game controller,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,214,214,112,548.402872878,8.98027792573E-06,550.298565165,1.89570158813,,,,,z,1,1.88405952812,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\redfox.jpg,red fox,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,215,215,1,551.413977079,9.30111855268E-06,552.499169799,1.08520234167,,,,,z,1,1.06718872429,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\puma.jpg,puma,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,216,216,4,553.598968094,8.98027792573E-06,554.366332801,0.767374008079,,,,,z,1,0.750429372885,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\computermouse02a.jpg,world map,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,217,217,239,555.468633726,9.30111855268E-06,556.200179992,0.731555887149,,,,,x,1,0.717109713238,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\fireextinguisher02.jpg,fire extinguisher,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,218,218,175,557.385616175,9.621726349E-06,558.517439035,1.13183248183,,,,,z,1,1.11717526976,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\kiwi03.jpg,backpack,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,219,219,125,559.649501799,8.98039434105E-06,560.567991664,0.918500127853,,,,,x,1,0.900457644952,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lip.jpg,boxing glove,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,220,220,136,561.673056292,8.98039434105E-06,562.785264787,1.11221811722,,,,,x,1,1.10052442038,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
,,,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\ear.jpg,bullet,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,0,0,139,583.913292808,9.30111855268E-06,584.924552562,1.01127001701,,,,573.788382251,x,1,1.00050482387,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\rhinoceros01.jpg,envelope,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,1,1,173,586.03457306,9.621726349E-06,586.708365419,0.673802302103,,,,,x,1,0.650397909689,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cake.jpg,cake,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,2,2,23,587.821453668,9.30111855268E-06,588.475498562,0.654054515297,,,,,z,1,0.633726854343,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\tape01a.jpg,tie,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,3,3,232,589.60002136,9.30111855268E-06,590.392680823,0.792669405462,,,,,x,1,0.783754484961,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\backpack01b.jpg,swallow,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,4,4,228,591.522261162,9.30111855268E-06,592.226504922,0.704253702541,,,,,x,1,0.683739699423,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\raisin.jpg,ruler,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,5,5,218,593.32955699,9.62184276432E-06,594.660491501,1.3309444536,,,,,x,1,1.3172487804,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\50dollarbill.jpg,cherry,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,6,6,151,595.77968767,9.62184276432E-06,596.510992749,0.731314379838,,,,,x,1,0.717086300137,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\handfan01b.jpg,handfan,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,7,7,69,597.623266031,9.30100213736E-06,598.544876246,0.92162111972,,,,,z,1,0.900471115485,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bull.jpg,button,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,8,8,141,599.648860025,9.94245056063E-06,600.278676258,0.629826817196,,,,,x,1,0.617063496611,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cocktailshrimp01.jpg,cocktail shrimp,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,9,9,30,601.391318055,9.30111855268E-06,602.029138345,0.63783023227,,,,,z,1,0.617056440562,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\remotecontrol01c.jpg,remote control,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,10,10,85,603.138224566,9.30100213736E-06,604.029669789,0.891455166042,,,,,z,1,0.867118420894,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\ashtray02b.jpg,ashtray,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,11,11,43,605.141764106,8.98039434105E-06,605.813490023,0.671735539101,,,,,z,1,0.65039951331,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\thumbtack02a.jpg,thumb tack,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,12,12,60,606.923710013,9.30111855268E-06,607.730676775,0.80697702535,,,,,z,1,0.783670133795,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\safe.jpg,safe,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,13,13,78,608.839461513,9.62184276432E-06,609.497825312,0.658373742248,,,,,z,1,0.650393740158,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lychee02a.jpg,lychee,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,14,14,62,610.61997345,9.30100213736E-06,611.431660348,0.811696840101,,,,,z,1,0.800433558412,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\mitten01.jpg,mitten,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,15,15,102,612.551309383,8.98039434105E-06,613.282163841,0.730864400277,,,,,z,1,0.717083092895,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\ant.jpg,ant,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,16,16,98,614.374802553,9.94256697595E-06,614.965941707,0.591149738058,,,,,z,1,0.567033973639,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\aloe02.jpg,broad sword,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,17,17,137,616.085661943,9.94245056063E-06,616.866466063,0.78081470367,,,,,x,1,0.767096579541,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lily.jpg,kiwi,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,18,18,190,617.96602253,9.94256697595E-06,618.816984983,0.850981696509,,,,,x,1,0.833782083471,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\coffeepot03b.jpg,coffee pot,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,19,19,107,619.936234392,9.30111855268E-06,620.834189727,0.897964956821,,,,,z,1,0.883782420307,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\pingpongpaddle01c (1).jpg,ping pong paddle,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,20,20,10,621.943460045,9.30111855268E-06,622.651347261,0.707896837615,,,,,z,1,0.683733605663,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\elbow.jpg,elbow,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,21,21,105,623.761499577,8.98027792573E-06,624.485174246,0.723684290657,,,,,z,1,0.700413320563,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\comb02a.jpg,diploma,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,22,22,166,625.588044141,9.621726349E-06,626.452373201,0.864339323714,,,,,x,1,0.850454421714,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\straw.jpg,straw,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,23,23,109,627.544329407,8.98039434105E-06,628.302871242,0.758552098414,,,,,z,1,0.750429373002,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\tank.jpg,wallet,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,24,24,237,629.40591914,8.98039434105E-06,630.103350344,0.69744082517,,,,,x,1,0.683744510403,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\mirror02.jpg,8 ball,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,25,25,121,631.203959436,9.94256697595E-06,632.037214886,0.833265713416,,,,,x,1,0.81711134885,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lion.jpg,lion,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,26,26,44,633.14754264,9.30111855268E-06,633.837698798,0.690165780485,,,,,z,1,0.667082114727,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\chessknight02b (1).jpg,cockroach,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,27,27,155,634.94436257,9.94256697595E-06,635.804884283,0.860531655955,,,,,x,1,0.850456666783,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\aquarium.jpg,computer mouse,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,28,28,159,636.939685412,8.98039434105E-06,637.738736959,0.799060847959,,,,,x,1,0.783762503066,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\notebook02b.jpg,notebook,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,29,29,7,638.845277251,9.30111855268E-06,639.489204819,0.64393719018,,,,,z,1,0.633730382309,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\fryingpan01.jpg,frying pan,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,30,30,45,640.591663863,9.30100213736E-06,641.256343734,0.664689493249,,,,,z,1,0.650335688726,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\clothespin02a.jpg,clothes pin,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,31,31,79,642.361142159,9.30100213736E-06,643.006815764,0.645683226525,,,,,z,1,0.633715949603,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\highlighter03b.jpg,coin,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,32,32,156,644.108514044,8.98027792573E-06,644.840639863,0.732135119615,,,,,x,1,0.717080527102,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\broom02.jpg,broom,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,33,33,116,645.934162177,9.30111855268E-06,646.907863867,0.973711311934,,,,,z,1,0.950467924238,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\microphone01.jpg,diaper,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,34,34,164,648.004638671,8.98027792573E-06,648.858374448,0.853745719418,,,,,x,1,0.833763481351,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\charcoalbarbecue.jpg,charcoal barbecue,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,35,35,77,649.97389124,8.98027792573E-06,650.67554032,0.70165902318,,,,,z,1,0.683730077697,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cola.jpg,comb,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,36,36,157,651.796412286,8.98039434105E-06,652.626076559,0.829674536129,,,,,x,1,0.817115839105,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\honeycomb.jpg,honey comb,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,37,37,59,653.736863594,9.621726349E-06,654.409888134,0.673034803011,,,,,z,1,0.650398871861,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cigar.jpg,crocodile,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,38,38,162,655.506396735,9.30111855268E-06,656.243705818,0.73731902591,,,,,x,1,0.717075395398,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bench02.jpg,electric toothbrush,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,39,39,172,657.351041191,8.98039434105E-06,658.227569414,0.876537844655,,,,,x,1,0.867112327134,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\nailpolish02b.jpg,nail polish,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,40,40,94,659.335595954,8.65967012942E-06,659.994754193,0.659167540958,,,,,z,1,0.650435434654,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\sock03.jpg,sock,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,41,41,90,661.098680562,9.30100213736E-06,662.261997185,1.16332656494,,,,,z,1,1.15053694474,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\basketball01.jpg,basket ball,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,42,42,33,663.399803523,8.98027792573E-06,664.079146379,0.679352799081,,,,,z,1,0.667072813609,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\pineapple01a.jpg,pineapple,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,43,43,51,665.190139,8.98027792573E-06,665.829617447,0.639487748034,,,,,z,1,0.617045215098,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cockroach02.jpg,belt,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,44,44,129,666.926747295,8.98027792573E-06,667.863506717,0.936769364402,,,,,x,1,0.917138322024,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\diaper01a.jpg,camera,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,45,45,143,668.981848791,9.30100213736E-06,669.980736831,0.998897982878,,,,,x,1,0.983812921331,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\umbrella01.jpg,umbrella,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,46,46,53,671.092072308,9.62184276432E-06,671.764543595,0.672481549438,,,,,z,1,0.650396626792,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\handbag02a.jpg,candle,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,47,47,144,672.880429864,9.30111855268E-06,673.498363171,0.617942929268,,,,,x,1,0.600399497314,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\binder03b.jpg,dj mixer,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,48,48,167,674.609214992,9.94256697595E-06,675.582258231,0.973053822061,,,,,x,1,0.950497431098,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\panda.jpg,panda,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,49,49,83,676.689753646,9.30111855268E-06,677.682801574,0.993057549,,,,,z,1,0.983820939553,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\birthdaycandle.jpg,birthday candle,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,50,50,55,678.777611285,9.30111855268E-06,679.383118997,0.605517654563,,,,,z,1,0.583559418912,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\cheetah.jpg,cheetah,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,51,51,82,680.483924053,9.621726349E-06,681.100390036,0.616476566531,,,,,z,1,0.600387309561,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\acousticguitar02.jpg,acoustic guitar,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,52,52,97,682.213346466,9.30111855268E-06,683.250964505,1.0376283027,,,,,z,1,1.01715984277,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\belt02a.jpg,snowman,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,53,53,224,684.352469387,9.30111855268E-06,685.118136488,0.765676722163,,,,,x,1,0.750422316953,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\snowman.jpg,globe,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,54,54,180,686.227856785,9.94256697595E-06,686.985310074,0.757463231101,,,,,x,1,0.733759600553,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\radish01.jpg,raisin,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,55,55,214,688.094514322,9.30111855268E-06,689.652700728,1.55819602765,,,,,x,1,1.53398180008,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\djmixer01.jpg,light bulb,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,56,56,196,690.773083586,9.94256697595E-06,691.503218974,0.730145972455,,,,,x,1,0.717111316975,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\volleyball.jpg,volley ball,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,57,57,2,692.634213076,9.62184276432E-06,693.303677228,0.669474094757,,,,,z,1,0.650404003449,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\lantern03.jpg,lantern,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,58,58,5,694.40967036,9.30111855268E-06,695.370891611,0.961231513764,,,,,z,1,0.950480753323,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\candle08a.jpg,screw driver,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,59,59,221,696.482585019,9.62184276432E-06,697.254747477,0.77217208012,,,,,x,1,0.750425524311,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\bed.jpg,bed,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,60,60,103,698.372417949,9.30100213736E-06,699.121904706,0.749496699544,,,,,z,1,0.733756072586,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
images\dresser02.jpg,dresser,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,1,1,1,0,61,61,87,700.242287885,9.94245056063E-06,701.255809724,1.0135324233,,,,,z,1,1.00049712637,2018_Nov_13_1539,60.0026750081,spanish_cond1,1,1005
