images,name,corrAns,sounds,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,begin_global,begin_routine,end_global,end_routine,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,begin_book,key_resp_1.keys,key_resp_1.corr,key_resp_1.rt,date,frameRate,expName,session,participant
images/cocktailshrimp01.jpg,cocktail shrimp,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,40,40,30,194.125271169,9.621726349E-06,195.244554822,1.1192939165,,,,,x,0,1.10052796849,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/ostrich.jpg,ostrich,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,41,41,76,196.346552649,9.30088572204E-06,197.378396581,1.0318532337,,,,,z,1,1.01713861641,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/leek.jpg,donut,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,42,42,169,198.479212556,9.62149351835E-06,199.728978752,1.24977645837,,,,,x,1,1.23383252276,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/seagull.jpg,seagull,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,43,43,50,200.921049087,9.62149351835E-06,201.779503,0.85846385546,,,,,z,1,0.83379891119,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/printer03a.jpg,printer,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,44,44,72,202.89035301,9.621726349E-06,204.013373368,1.1230309417,,,,,z,1,1.10051995073,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/panda.jpg,panda,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,45,45,83,205.122510734,9.94233414531E-06,205.78062616,0.658131782431,,,,,z,1,0.633863568306,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/dreamcatcher.jpg,dream catcher,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,46,46,48,206.879163422,8.98004509509E-06,207.880990883,1.00183676137,,,,,z,1,0.983822259819,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/lollipop03b.jpg,lollipop,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,47,47,42,208.975351092,9.62149351835E-06,210.231581712,1.25624056277,,,,,z,1,1.23389185593,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/lip.jpg,boxing glove,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,48,48,136,211.334741506,9.94233414531E-06,212.6988465,1.36411525635,,,,,x,1,1.35057703871,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/comb02a.jpg,diploma,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,49,49,166,213.804680775,9.94233414531E-06,215.032758946,1.22808843409,,,,,x,1,1.21721315151,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/puma.jpg,puma,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,50,50,4,216.13194791,9.62149351835E-06,217.366687749,1.23474978097,,,,,x,0,1.21723399847,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/mirror02.jpg,8 ball,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,51,51,121,218.470040295,9.30088572204E-06,219.900629188,1.43059851439,,,,,x,1,1.41726395348,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/puzzle.jpg,puzzle,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,52,52,57,221.021428562,9.30088572204E-06,222.167863379,1.14644540008,,,,,z,1,1.13387094508,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/flower01.jpg,bus,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,53,53,140,223.28386158,9.621726349E-06,224.168338044,0.884487047559,,,,,x,1,0.867122965166,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/triangleruler02.jpg,bottle of red wine,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,54,54,134,225.281054321,9.30088572204E-06,226.585602318,1.30455858074,,,,,x,1,1.28389814217,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/cola.jpg,comb,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,55,55,157,227.706424143,9.30088572204E-06,229.18625665,1.47984277061,,,,,x,1,1.4672821064,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/gamecontroller01.jpg,game controller,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,56,56,112,230.307617284,3.2392796129E-05,232.953842991,2.64624238457,,,,,z,1,2.63421828439,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/tie01.jpg,bench,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,57,57,130,234.052417456,8.65943729877E-06,235.554483212,1.50207537692,,,,,x,1,1.48394381255,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/raisin.jpg,ruler,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,58,58,218,236.659747568,9.94233414531E-06,237.721703868,1.0619662425,,,,,x,1,1.05052168248,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/bowtie.jpg,bowtie,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,59,59,89,238.832563499,9.30088572204E-06,240.172312722,1.33975916519,,,,,z,1,1.31725298497,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/table02.jpg,table,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,60,60,49,241.286757358,8.98004509509E-06,242.139443128,0.852695712587,,,,,z,1,0.833786082454,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/nailpolish02b.jpg,nail polish,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,61,61,94,243.247979146,3.72035428882E-05,245.040159552,1.79220702569,,,,,z,1,1.76735766791,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/acousticguitar02.jpg,acoustic guitar,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,62,62,97,246.15432484,9.94233414531E-06,247.757509651,1.60319539392,,,,,z,1,1.58398557012,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/fryingpan01.jpg,frying pan,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,63,63,45,248.860056549,9.62149351835E-06,249.841347369,0.981300761923,,,,,z,1,0.967159270775,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/ceilingfan02.jpg,paper clip,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,64,64,208,250.941357055,9.62149351835E-06,252.508681239,1.56733444775,,,,,x,1,1.55059127859,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/snowman.jpg,globe,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,65,65,180,253.620071341,9.30088572204E-06,255.326036855,1.70597545593,,,,,x,1,1.68399846298,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/bandaid01.jpg,door handle,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,66,66,170,256.43336857,9.30088572204E-06,258.693539873,2.26018156577,,,,,x,1,2.25081430725,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/lightbulb03b.jpg,treadmill,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,67,67,234,259.796183308,9.62149351835E-06,262.277754116,2.48158042924,,,,,z,0,2.46753483335,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/cat.jpg,black olive,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,68,68,133,263.408943524,9.62149351835E-06,264.494965984,1.08603240293,,,,,x,1,1.06719012395,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/glasses01b.jpg,calculator,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,69,69,142,265.588364355,9.62149351835E-06,266.945557841,1.35720342724,,,,,x,1,1.33390955976,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/sunglasses03a.jpg,sun glasses,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,70,70,17,268.054186546,9.62149351835E-06,269.246137573,1.19196193176,,,,,z,1,1.18388011772,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/gluestick.jpg,squirrel,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,71,71,226,270.355279751,9.621726349E-06,271.946651495,1.59138232749,,,,,z,0,1.5671240557,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/mushroom01.jpg,shower head,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,72,72,222,273.064508908,8.98004509509E-06,274.264041106,1.19954181998,,,,,x,1,1.18388524908,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/masquerademask02b.jpg,mirror,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,73,73,204,275.369470312,8.98027792573E-06,276.597946176,1.22848516423,,,,,x,1,1.2172198866,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/basketball01.jpg,basket ball,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,74,74,33,277.737178591,9.30088572204E-06,278.881835017,1.14466668898,,,,,z,1,1.13385426765,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/djmixer01.jpg,light bulb,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,75,75,196,280.003113867,9.30088572204E-06,282.666105835,2.66300223093,,,,,x,1,2.65089666797,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/banjo.jpg,knife,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,76,76,191,283.762976638,9.30088572204E-06,285.500139192,1.73717281804,,,,,x,1,1.71733983583,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/skateboard.jpg,key,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,77,77,189,286.591510936,9.62149351835E-06,287.400605455,0.809104140149,,,,,x,1,0.800444068387,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/kiwi03.jpg,backpack,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,78,78,125,288.529118137,9.621726349E-06,289.91790411,1.38879591599,,,,,x,1,1.36725830869,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/mattress.jpg,cat,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,79,79,147,291.02207802,8.98027792573E-06,291.968396286,0.946327888407,,,,,x,1,0.933685761644,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/computerkeyboard01a.jpg,computer keyboard,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,80,80,61,293.085584358,9.30088572204E-06,294.635733364,1.5501586278,,,,,z,1,1.53396998323,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/peach01.jpg,peach,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,81,81,106,295.765798008,9.94233414531E-06,297.136336959,1.37054921314,,,,,z,1,1.3505792839,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/bed.jpg,bed,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,82,82,103,298.256528569,9.30088572204E-06,299.120172047,0.863653740846,,,,,z,1,0.850466390606,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/gorilla.jpg,gorilla,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,83,83,80,300.232252337,9.30088572204E-06,301.604299311,1.37205691612,,,,,z,1,1.35077139479,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/bull.jpg,button,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,84,84,141,302.711741674,9.62149351835E-06,303.604605278,0.892873545177,,,,,x,1,0.883801990189,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/doorhandle.jpg,doll,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,85,85,168,304.708492785,9.62149351835E-06,306.021861213,1.31337901228,,,,,x,1,1.30056465906,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/broom02.jpg,broom,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,86,86,116,307.115619111,9.62149351835E-06,308.355772376,1.24016352859,,,,,z,1,1.21721218945,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/saltshaker03c.jpg,salt shaker,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,87,87,63,309.467728869,9.30088572204E-06,310.806380589,1.33866166277,,,,,z,1,1.31724175974,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/computermouse02a.jpg,world map,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,88,88,239,311.908122482,9.621726349E-06,313.14029528,1.23218338238,,,,,x,1,1.21721283067,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/flipflop01b.jpg,flip flop,z,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,89,89,27,314.257596566,9.30088572204E-06,316.441110421,2.18352411874,,,,,z,1,2.16742687928,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
images/highlighter03b.jpg,coin,x,sounds/animalfarm_chinese.wav,,,,,,,,,0,0,0,1,0,90,90,156,317.543226594,9.30088572204E-06,318.474933836,0.931717184372,,,,,x,1,0.917137910612,2018_Dec_04_1105,59.9848401862,chinese_cond1,1,1069
