images,name,corrAns,sounds,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,begin_global,begin_routine,end_global,end_routine,key_resp_2.keys,key_resp_2.corr,begin_book,key_resp_1.keys,key_resp_1.corr,date,frameRate,expName,session,participant,
images/volleyball.jpg,volley ball,z,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2018_Nov_14_1402,59.9840129447,chinese_cond2,001,1020,
images/puma.jpg,puma,z,,,,,,0,0,0,0,,,,,,,,,48.282502961,1.09047396109e-05,51.0009461378,2.71845536435,None,0,,,,2018_Nov_14_1402,59.9840129447,chinese_cond2,001,1020,
images/umbrella01.jpg,umbrella,z,sounds/animalfarm_english.wav,,,,,,,,,0,0,0,1,0,0,0,53,93.2949964703,1.02632911876e-05,96.0127715776,2.71778665332,,,82.9981327408,None,0,2018_Nov_14_1402,59.9840129447,chinese_cond2,001,1020,
