images,name,corrAns,sounds,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,begin_global,begin_routine,end_global,end_routine,key_resp_2.keys,key_resp_2.corr,begin_book,key_resp_1.keys,key_resp_1.corr,key_resp_1.rt,date,frameRate,expName,session,participant,
images\volleyball.jpg,volley ball,z,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2018_Nov_15_1534,59.9824167199,chinese_cond2,001,1036,
images\puma.jpg,puma,z,,,,,,0,0,0,0,,,,,,,,,48.235383222,9.62168189744e-06,51.0054567765,2.7700841384,None,0,,,,,2018_Nov_15_1534,59.9824167199,chinese_cond2,001,1036,
images\notebook02b.jpg,notebook,z,sounds\animalfarm_english.wav,,,,,,,,,0,0,0,1,0,0,0,7,93.2529129642,9.94240451746e-06,95.0669685095,1.8140664499,,,83.0022306266,z,1,1.80070033015,2018_Nov_15_1534,59.9824167199,chinese_cond2,001,1036,
images\pouch01b.jpg,pouch,z,sounds\animalfarm_english.wav,,,,,,,,,0,0,0,1,0,1,1,25,96.261559649,8.98023643003e-06,98.6011982843,2.33964825697,,,,z,1,2.31748856142,2018_Nov_15_1534,59.9824167199,chinese_cond2,001,1036,
images\battery03b.jpg,battery,z,sounds\animalfarm_english.wav,,,,,,,,,0,0,0,1,0,2,2,34,99.7593543595,9.94240463115e-06,101.168749868,1.40940545062,,,,z,1,1.40080719497,2018_Nov_15_1534,59.9824167199,chinese_cond2,001,1036,
images\clothespin02a.jpg,clothes pin,z,sounds\animalfarm_english.wav,,,,,,,,,0,0,0,1,0,3,3,79,102.343583525,9.62168189744e-06,104.486040864,2.1424663193,,,,z,1,2.13411053003,2018_Nov_15_1534,59.9824167199,chinese_cond2,001,1036,
images\cockroach02.jpg,belt,x,sounds\animalfarm_english.wav,,,,,,,,,0,0,0,1,0,4,4,129,105.659227931,9.30095916374e-06,107.620173203,1.96095553564,,,,x,1,1.95073378153,2018_Nov_15_1534,59.9824167199,chinese_cond2,001,1036,
images\pingpongpaddle01c (1).jpg,ping pong paddle,z,sounds\animalfarm_english.wav,,,,,,,,,0,0,0,1,0,5,5,10,108.80400634,9.30095916374e-06,111.537851697,2.73385529888,,,,z,1,2.71759433578,2018_Nov_15_1534,59.9824167199,chinese_cond2,001,1036,
images\coffeepot03b.jpg,coffee pot,z,sounds\animalfarm_english.wav,,,,,,,,,0,0,0,1,0,6,6,107,112.734946077,8.98023643003e-06,115.288817232,2.55388045638,,,,z,1,2.53421919089,2018_Nov_15_1534,59.9824167199,chinese_cond2,001,1036,
images\fryingpan01.jpg,frying pan,z,sounds\animalfarm_english.wav,,,,,,,,,0,0,0,1,0,7,7,45,116.482502651,9.62168189744e-06,119.123122569,2.64062986095,,,,z,1,2.61756861382,2018_Nov_15_1534,59.9824167199,chinese_cond2,001,1036,
