images,name,corrAns,sounds,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,begin_global,begin_routine,end_global,end_routine,key_resp_2.keys,key_resp_2.corr,begin_book,key_resp_1.keys,key_resp_1.corr,key_resp_1.rt,date,frameRate,expName,session,participant,
images\volleyball.jpg,volley ball,z,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\puma.jpg,puma,z,,,,,,0,0,0,0,,,,,,,,,48.234944794,1.02631311165e-05,51.0126467387,2.77771316997,None,0,,,,,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\parkingmeter.jpg,ear,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,0,0,171,93.2759944169,8.98023426998e-06,94.9741420507,1.69815789693,,,83.009393648,x,1,1.68400376143,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\arrow02.jpg,hammer,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,1,1,184,96.1653963908,9.30095848162e-06,97.1246860926,0.959299644193,,,,x,1,0.950485221416,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\cherry01.jpg,highlighter,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,2,2,187,98.3318024168,9.30095848162e-06,99.3919145158,1.06012204141,,,,x,1,1.05048624772,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\lipstick04.jpg,lipstick,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,3,3,56,100.584274067,9.30095848162e-06,101.259058974,0.674795170416,,,,z,1,0.65038913289,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\croissant02b.jpg,croissant,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,4,4,39,102.45195798,8.65951005835e-06,103.49297072,1.04102268216,,,,z,1,1.0171525723,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\ant.jpg,ant,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,5,5,98,104.653887576,9.62168269325e-06,105.776905911,1.12302795613,,,,z,1,1.10052829448,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\key03b.jpg,cigar,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,6,6,153,106.949288284,9.62168269325e-06,107.694056495,0.744778152875,,,,x,1,0.733735348593,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\computermouse02a.jpg,world map,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,7,7,239,108.866354518,8.98023426998e-06,110.061317696,1.19497279951,,,,x,1,1.18386713356,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\lock02a.jpg,lock,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,8,8,65,111.259627936,9.30095848162e-06,112.328564721,1.06894672732,,,,z,1,1.05049747303,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\computerkeyboard01a.jpg,computer keyboard,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,9,9,61,113.522798896,9.30095848162e-06,114.262391924,0.739602650196,,,,x,0,0.717075085689,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\birthdaycandle.jpg,birthday candle,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,10,10,55,115.421359428,9.30095848162e-06,116.562993793,1.14164430695,,,,z,1,1.11718887811,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\umbrella01.jpg,umbrella,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,11,11,53,117.722966762,8.98023426998e-06,118.480165544,0.757208724433,,,,z,1,0.733771590254,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\radio03a.jpg,radio,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,12,12,37,119.673032158,9.30095848162e-06,120.664048393,0.991025857307,,,,z,1,0.967153823105,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\desktopcomputer.jpg,desktop computer,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,13,13,16,121.923817768,8.98023426998e-06,122.747900389,0.824092883864,,,,z,1,0.800428036557,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\medal01.jpg,medal,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,14,14,115,123.913207619,9.94239235297e-06,124.698407098,0.785209743044,,,,z,1,0.767091153888,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\banjo.jpg,knife,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,15,15,191,125.847770239,9.94240690488e-06,126.582223045,0.734463068467,,,,x,1,0.717082783027,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\masquerademask02b.jpg,mirror,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,16,16,204,127.779249432,8.9802488219e-06,128.699613016,0.920373526533,,,,x,1,0.900601932415,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\watermelon01.jpg,orange,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,17,17,207,129.903141736,8.98023426998e-06,130.649925368,0.746793895232,,,,x,1,0.733750743282,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\carrot02.jpg,corkscrew,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,18,18,161,131.821004645,9.30095848162e-06,132.717128967,0.89613458552,,,,x,1,0.883775214417,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\bracelet02a.jpg,chess knight,x,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,19,19,152,133.893550843,1.02631311165e-05,134.817664959,0.924124699566,,,,z,0,0.900460493693,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\atm.jpg,atm,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,20,20,96,136.023003517,8.98023426998e-06,137.551699542,1.52870660862,,,,z,1,1.5172853515,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
images\dryingmachine01.jpg,drying machine,z,sounds\greatgatsby_english.wav,,,,,,,,,0,0,0,0,0,21,21,18,138.757597761,8.98023426998e-06,141.152620401,2.39503194077,,,,z,1,2.38414821494,2018_Nov_27_1533,59.9835706664,spanish_cond1,001,1053,
