images,name,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,begin_global,begin_routine,end_global,end_routine,resp,rt,correct,key_resp_1.keys,key_resp_1.corr,key_resp_1.rt,date,frameRate,expName,session,participant,
images/avocado02.jpg,avocado,z,0,0,0,5,0.273683071136,5.96046447754e-06,0.748957157135,0.475281000137,z,0.441751003265,1,z,1,0.441751003265,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
images/alligator.jpg,deer,x,0,1,1,12,1.88019514084,5.96046447754e-06,2.42672514915,0.546537160873,z,0.519394874573,0,z,0,0.519394874573,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
images/bacon.jpg,bacon,z,0,2,2,9,3.55240106583,6.91413879395e-06,4.55944705009,1.00705289841,z,0.983517885208,1,z,1,0.983517885208,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
images/almond.jpg,apple,x,0,3,3,11,5.72248721123,5.96046447754e-06,6.49358320236,0.771103143692,z,0.739774227142,0,z,0,0.739774227142,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
images/antelope.jpg,antelope,z,0,4,4,0,7.61789917946,5.96046447754e-06,8.79373311996,1.17584013939,z,1.13682103157,1,z,1,1.13682103157,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
images/banana04a.jpg,banana,z,0,5,5,6,9.91974902153,7.86781311035e-06,11.4599940777,1.54025197029,z,1.50221991539,1,z,1,1.50221991539,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
images/banjo.jpg,banjo,z,0,6,6,8,12.6011211872,6.91413879395e-06,13.3273510933,0.72623705864,z,0.702296972275,1,z,1,0.702296972275,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
images/bagel01.jpg,bagel,z,0,7,7,1,14.5244910717,7.86781311035e-06,15.1274302006,0.602946996689,z,0.569740056992,1,z,1,0.569740056992,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
images/barn.jpg,shoe,x,0,8,8,3,16.347851038,5.96046447754e-06,16.7286040783,0.380759954453,x,0.354403972626,1,x,1,0.354403972626,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
images/antlers.jpg,antlers,z,0,9,9,7,17.866161108,8.10623168945e-06,18.2935750484,0.427421092987,z,0.3899269104,1,z,1,0.3899269104,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
images/armadillo.jpg,armadillo,z,0,10,10,4,19.4536750317,5.96046447754e-06,19.7775650024,0.323896884918,x,0.292124032974,0,x,0,0.292124032974,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
images/acorn.jpg,tree,x,0,11,11,10,20.9331161976,6.91413879395e-06,21.460529089,0.527420043945,z,0.486721038818,0,z,0,0.486721038818,2018_Oct_19_0915,59.63705646909946,mm_bilingualism,001,999,
