images,name,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,participant,session,date,expName,frameRate,
images/banjo.jpg,banjo,z,0,0,0,8,999,001,2018_Oct_18_2156,mm_bilingualism,59.16814908160034,
