images,name,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,participant,session,date,expName,frameRate,
images/barn.jpg,shoe,x,0,0,0,3,999,001,2018_Oct_18_2154,mm_bilingualism,60.40601820143001,
