images,name,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,participant,session,date,expName,frameRate,
images/acorn.jpg,tree,x,0,0,0,10,999,001,2018_Oct_18_2154,mm_bilingualism,59.49752967960158,
