images,name,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,participant,session,date,expName,frameRate,
images/apple01.jpg,apple,z,0,0,0,2,999,001,2018_Oct_18_2153,mm_bilingualism,59.259271192454946,
images/alligator.jpg,deer,x,0,1,1,12,999,001,2018_Oct_18_2153,mm_bilingualism,59.259271192454946,
